disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,id,hash,lastRefresh
967,1992-10-17T00:00:00.000Z,"WIND STORMS, TORNADOES & HAIL",1992-10-10T00:00:00.000Z,1992-10-10T00:00:00.000Z,Major Disaster,MS,Mississippi,Tornado,1993-07-21T00:00:00.000Z,2003-10-03T00:00:00.000Z,2003-09-15T00:00:00.000Z,4,0,1,1,1,786d7e54-ee76-4407-9f65-cb638aa07a4b,7753a144b8956bb24a95cfe13d3e57b6e462d19e,2023-03-18T13:22:06.532Z
966,1992-10-08T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1992-10-03T00:00:00.000Z,1992-10-04T00:00:00.000Z,Major Disaster,FL,Florida,Severe Storm,1993-07-21T00:00:00.000Z,2004-04-23T00:00:00.000Z,2004-04-07T00:00:00.000Z,4,0,1,1,1,f1bb47d0-1200-4064-b9ef-259bbf05bb0b,b488ed7aee78a8bd6c984a6ae33132e7f16a7a73,2023-03-18T13:22:06.532Z
965,1992-10-02T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-09-14T00:00:00.000Z,1992-09-15T00:00:00.000Z,Major Disaster,IA,Iowa,Flood,1993-07-21T00:00:00.000Z,2005-08-10T00:00:00.000Z,2005-08-03T00:00:00.000Z,7,0,0,1,1,7fa4033a-7de2-4a3c-960a-b480e06752e4,0153eac3fc92425aa015d844a02854f2e7a1a72a,2023-03-18T13:22:06.532Z
964,1992-09-30T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-09-14T00:00:00.000Z,1992-09-24T00:00:00.000Z,Major Disaster,WI,Wisconsin,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-09-21T00:00:00.000Z,5,0,1,1,1,42ec438a-febd-46d0-b535-9fc32aea5deb,ebf3ee1aa1ad681224b0919e3e2942c4f35e78f9,2023-03-18T13:22:06.532Z
963,1992-09-18T00:00:00.000Z,SEVERE STORMS & TORNADOES,1992-06-17T00:00:00.000Z,1992-06-17T00:00:00.000Z,Major Disaster,WI,Wisconsin,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-09-30T00:00:00.000Z,5,0,0,1,1,70736a3d-7292-4364-8e87-c851a272cdf8,178d725b047e56a4d4f735b1aa335a42398309aa,2023-03-18T13:22:06.532Z
962,1992-09-18T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1992-06-16T00:00:00.000Z,1992-07-23T00:00:00.000Z,Major Disaster,IN,Indiana,Severe Storm,1993-07-21T00:00:00.000Z,2001-10-18T00:00:00.000Z,2001-09-18T00:00:00.000Z,5,0,0,1,1,327dce7a-3420-4f99-b9a8-bef910c83ff2,050020383ea7d5dfcd794601891828c9a500c360,2023-03-18T13:22:06.532Z
3094,1992-09-16T00:00:00.000Z,WATER CONTAMINATION,1992-08-03T00:00:00.000Z,1992-11-20T00:00:00.000Z,Emergency,RI,Rhode Island,Toxic Substances,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-03-02T00:00:00.000Z,1,0,0,1,1,6826ee4d-c78d-4f56-a5ed-0e693e05ab28,909ed3126faa1bcebfd30ec298cfe8779d989946,2023-03-18T13:22:06.532Z
961,1992-09-12T00:00:00.000Z,HURRICANE INIKI,1992-09-11T00:00:00.000Z,1992-09-11T00:00:00.000Z,Major Disaster,HI,Hawaii,Hurricane,1993-07-21T00:00:00.000Z,2010-11-03T00:00:00.000Z,2010-10-21T00:00:00.000Z,9,0,1,1,1,e941c34c-6a7f-45f5-a775-8dc5a0776528,b56d5194ad6219364279d0b14ed9b8baf04891fb,2023-03-18T13:22:06.532Z
960,1992-09-09T00:00:00.000Z,EXCESSIVE RAIN & HAIL,1992-05-01T00:00:00.000Z,1992-07-30T00:00:00.000Z,Major Disaster,TX,Texas,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-08T00:00:00.000Z,6,0,1,0,0,3b9b1adf-d2fa-4a5b-88bb-a76c77e25acb,1fdca09ec54fc6875cdd826e41e5655e1e2f6c1f,2023-03-18T13:22:06.532Z
959,1992-09-02T00:00:00.000Z,SEVERE STORMS & TORNADOES,1992-08-29T00:00:00.000Z,1992-08-29T00:00:00.000Z,Major Disaster,WI,Wisconsin,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-09-30T00:00:00.000Z,5,0,1,1,1,ed040866-e846-4af4-903f-87bcc973cd0a,cb601c477c9bbe74f98685a67c59c57ab3925e35,2023-03-18T13:22:06.532Z
958,1992-08-29T00:00:00.000Z,OLD GULCH & FOUNTAIN FIRES,1992-08-16T00:00:00.000Z,1992-09-26T00:00:00.000Z,Major Disaster,CA,California,Fire,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,2000-10-12T00:00:00.000Z,9,0,1,1,1,c190fd10-0365-4079-8415-5d86c2b789d8,9658e8971e6fcc9bcec84a077493bebace0f9f0f,2023-03-18T13:22:06.532Z
957,1992-08-28T00:00:00.000Z,TYPHOON OMAR,1992-08-28T00:00:00.000Z,1992-08-29T00:00:00.000Z,Major Disaster,GU,Guam,Typhoon,1993-07-21T00:00:00.000Z,2006-06-07T00:00:00.000Z,2006-05-18T00:00:00.000Z,9,0,1,1,1,15646cc6-eeee-494d-9584-2a4625e008f9,7b95c247f94feb5f04b529d1326004a2db713d08,2023-03-18T13:22:06.532Z
956,1992-08-26T00:00:00.000Z,HURRICANE ANDREW,1992-08-25T00:00:00.000Z,1992-08-30T00:00:00.000Z,Major Disaster,LA,Louisiana,Hurricane,1993-07-21T00:00:00.000Z,2005-07-15T00:00:00.000Z,2005-07-08T00:00:00.000Z,6,0,1,1,1,8529332e-aaf1-4f96-a16e-201df4da0ba7,9b252cbb2093c7058b3ebe65a868dfc3674a17f4,2023-03-18T13:22:06.532Z
955,1992-08-24T00:00:00.000Z,HURRICANE ANDREW,1992-08-24T00:00:00.000Z,1992-08-25T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,1993-07-21T00:00:00.000Z,2009-06-02T00:00:00.000Z,2009-05-05T00:00:00.000Z,4,0,1,1,1,4076382a-e956-4734-b721-da5dc5d74436,09a47449190e810de4d374acdc8fe333243f357e,2023-03-18T13:22:06.532Z
954,1992-08-19T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-07-11T00:00:00.000Z,1992-07-29T00:00:00.000Z,Major Disaster,NE,Nebraska,Flood,1993-07-21T00:00:00.000Z,2002-05-14T00:00:00.000Z,2002-04-03T00:00:00.000Z,7,0,0,1,1,98a93552-b1a5-46b4-8623-59dd294a956d,2e6c548b518adff264902cb28b0f0e44f17a590e,2023-03-18T13:22:06.532Z
953,1992-08-17T00:00:00.000Z,SEVERE STORMS & FLASH FLOODING,1992-08-08T00:00:00.000Z,1992-08-09T00:00:00.000Z,Major Disaster,IN,Indiana,Flood,1993-07-21T00:00:00.000Z,2001-10-18T00:00:00.000Z,2001-08-31T00:00:00.000Z,5,0,1,1,1,6e3cc884-f7c8-489a-9bba-0aec911beb2e,a7d2b3ed0c10aadbe289a68e2ef96b12ec97cb50,2023-03-18T13:22:06.532Z
952,1992-08-14T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-06-23T00:00:00.000Z,1992-06-30T00:00:00.000Z,Major Disaster,FL,Florida,Flood,1993-07-21T00:00:00.000Z,2004-04-23T00:00:00.000Z,2004-04-07T00:00:00.000Z,4,0,0,1,1,11f65297-664a-4bc5-9fea-4ac428dd92ee,e24f8879169fcf88944391d3058bf5e07353768d,2023-03-18T13:22:06.532Z
2085,1992-08-06T00:00:00.000Z,SKOOKUM FIRE,1992-08-04T00:00:00.000Z,1992-08-04T00:00:00.000Z,Fire Suppression,WA,Washington,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-06-05T00:00:00.000Z,10,,,,,cd0ec48f-7490-4f88-882d-8edbf559b8f4,d66d610fe7e816f78f07192a81ea5780e41aaeaf,2023-03-18T13:22:06.532Z
2084,1992-08-04T00:00:00.000Z,LONE PINE FIRE,1992-08-01T00:00:00.000Z,1992-08-01T00:00:00.000Z,Fire Suppression,OR,Oregon,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-06-05T00:00:00.000Z,10,,,,,64b68cc1-142c-4fbb-a850-57636de58f78,c5957146ba9f6ee3bc98dd32a5a4cfc1ae1e3ebd,2023-03-18T13:22:06.532Z
2083,1992-08-04T00:00:00.000Z,EAST EVANS CREEK FIRE,1992-08-03T00:00:00.000Z,1992-08-03T00:00:00.000Z,Fire Suppression,OR,Oregon,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-06-05T00:00:00.000Z,10,,,,,83c09f60-9b79-42aa-90e4-2f73241dbce6,12d34691cca93343b990870838427dc11e4bb340,2023-03-18T13:22:06.532Z
951,1992-08-04T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1992-07-12T00:00:00.000Z,1992-08-01T00:00:00.000Z,Major Disaster,OH,Ohio,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-06-16T00:00:00.000Z,5,0,1,1,1,0cb2c28c-01a5-4146-a300-2f087b45ba5c,1ed396e125015e5b20e7731bfe3fc80c55e23942,2023-03-18T13:22:06.532Z
950,1992-07-24T00:00:00.000Z,SEVERE THUNDERSTORMS,1992-06-14T00:00:00.000Z,1992-06-19T00:00:00.000Z,Major Disaster,AR,Arkansas,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1996-12-06T00:00:00.000Z,6,0,0,1,1,7b0a87d7-1928-4fc5-9b9f-3886c7ae4929,6c9e1febe168d10f0084c6662842c1494bb8f9d5,2023-03-18T13:22:06.532Z
949,1992-07-02T00:00:00.000Z,SEVERE STORMS & TORNADOES,1992-06-27T00:00:00.000Z,1992-06-27T00:00:00.000Z,Major Disaster,TX,Texas,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,6,0,1,0,0,3c93de9d-1519-4114-b55a-d29ff75511e4,05cc0fb1c525afdfe2e63235e54ce7004b0be43e,2023-03-18T13:22:06.532Z
948,1992-07-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1992-06-13T00:00:00.000Z,1992-06-23T00:00:00.000Z,Major Disaster,SD,South Dakota,Severe Storm,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,1999-06-29T00:00:00.000Z,8,0,0,1,1,70ef23f1-520c-442c-86be-05a4851d928d,802575b297e0e50dc166fa6a6d5545e68baf2d9e,2023-03-18T13:22:06.532Z
947,1992-07-02T00:00:00.000Z,EARTHQUAKE & AFTERSHOCKS,1992-06-28T00:00:00.000Z,1992-10-31T00:00:00.000Z,Major Disaster,CA,California,Earthquake,1993-07-21T00:00:00.000Z,2010-08-10T00:00:00.000Z,2010-08-06T00:00:00.000Z,9,0,1,1,1,0f7307da-ce04-409d-828c-b5c780934864,8c5c4d16e3e913abc5b7db1c50c3e39a3007c8b0,2023-03-18T13:22:06.532Z
946,1992-06-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1992-06-16T00:00:00.000Z,1992-06-20T00:00:00.000Z,Major Disaster,MN,Minnesota,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-07-09T00:00:00.000Z,5,0,1,1,1,2b9583d5-ba56-4d87-97c0-7a63bf2a0347,69d3dbc599272201bed8618ff4e2cfb48bd90487,2023-03-18T13:22:06.532Z
945,1992-06-18T00:00:00.000Z,"THUNDERSTORMS, HAIL & FLOODING",1992-05-22T00:00:00.000Z,1992-05-25T00:00:00.000Z,Major Disaster,NM,New Mexico,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1997-12-16T00:00:00.000Z,6,0,1,1,1,b4a7fa3d-d12d-40c9-bc0d-9190bcfe3a61,85ba8292955a533e8205b2308fa722da32823de9,2023-03-18T13:22:06.532Z
2082,1992-06-11T00:00:00.000Z,ROUND LAKE FIRE,1992-06-11T00:00:00.000Z,1992-06-11T00:00:00.000Z,Fire Suppression,OR,Oregon,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-06-05T00:00:00.000Z,10,,,,,ceab7c0e-9544-4ca0-99c1-7b1aa6b2303e,6ebd92431dfbef2fcde758d58b27a79ad0802f5b,2023-03-18T13:22:06.532Z
2081,1992-06-09T00:00:00.000Z,SAGE FLATS FIRE,1992-06-09T00:00:00.000Z,1992-06-09T00:00:00.000Z,Fire Suppression,OR,Oregon,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-06-05T00:00:00.000Z,10,,,,,67135448-d756-4bc4-9244-ed00186f88ad,d296d7277a0d0ed60da7cc17de6ba576921a32f9,2023-03-18T13:22:06.532Z
2080,1992-05-22T00:00:00.000Z,YELLOW LINE FIRE,1992-05-19T00:00:00.000Z,1992-05-21T00:00:00.000Z,Fire Suppression,ME,Maine,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-03-02T00:00:00.000Z,1,,,,,b8fc4938-9b9e-4b89-a110-d330f68b97fd,8138b49d387934a19cd0750aded405c4d516b03a,2023-03-18T13:22:06.532Z
3093,1992-05-20T00:00:00.000Z,DROUGHT,1992-03-20T00:00:00.000Z,1992-03-20T00:00:00.000Z,Emergency,FM,Federated States of Micronesia,Drought,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-09-30T00:00:00.000Z,9,0,1,1,1,526dfa48-1a48-4af0-b2fe-34d6e106fed3,c5268e89ac1eb5918d59a930a382d3ea4cbae670,2023-03-18T13:22:06.532Z
944,1992-05-19T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-04-21T00:00:00.000Z,1992-04-22T00:00:00.000Z,Major Disaster,VA,Virginia,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,2001-06-25T00:00:00.000Z,3,0,1,1,1,6b058916-be5a-49cf-9bce-1542918de6e5,f885fd9cfe2c013911239d11ab4cd56d68e9dc12,2023-03-18T13:22:06.532Z
943,1992-05-04T00:00:00.000Z,EARTHQUAKE & AFTERSHOCKS,1992-04-25T00:00:00.000Z,1992-05-25T00:00:00.000Z,Major Disaster,CA,California,Earthquake,1993-07-21T00:00:00.000Z,2010-08-16T00:00:00.000Z,2010-08-09T00:00:00.000Z,9,0,1,1,1,29775a44-c5b3-47c7-940f-7ed696f83d75,f6f8f991df79aa2647e9168f08f705cdf15cc49b,2023-03-18T13:22:06.532Z
942,1992-05-02T00:00:00.000Z,FIRE DURING A PERIOD OF CIVIL UNREST,1992-04-29T00:00:00.000Z,1992-05-28T00:00:00.000Z,Major Disaster,CA,California,Fire,1993-07-21T00:00:00.000Z,2010-08-17T00:00:00.000Z,2010-08-11T00:00:00.000Z,9,0,1,1,1,f0dc3b66-1f97-46b7-bfcd-c901400b2390,617eac64dd94560391a74219427280f941b516ab,2023-03-18T13:22:06.532Z
941,1992-04-15T00:00:00.000Z,FLOODING,1992-04-14T00:00:00.000Z,1992-05-22T00:00:00.000Z,Major Disaster,IL,Illinois,Flood,1993-07-21T00:00:00.000Z,2003-12-30T00:00:00.000Z,2003-11-25T00:00:00.000Z,5,0,1,1,1,90e63972-80ac-47b6-9acd-b350574793e5,9088b4ab14dccc23eab940debf365ac955f7e09f,2023-03-18T13:22:06.532Z
940,1992-03-27T00:00:00.000Z,"HEAVY RAINS, ICE JAMS & FLOODING",1992-03-10T00:00:00.000Z,1992-04-06T00:00:00.000Z,Major Disaster,ME,Maine,Flood,1993-07-21T00:00:00.000Z,2001-11-06T00:00:00.000Z,2001-09-28T00:00:00.000Z,1,0,0,1,1,4d27ebbf-df97-45bc-b504-18d9c6bd93ec,2e7fcd9335c7d7fa62a27c5dda8e6bdc07098ebb,2023-03-18T13:22:06.532Z
939,1992-03-20T00:00:00.000Z,SEVERE STORMS & TORNADOES,1992-03-09T00:00:00.000Z,1992-03-10T00:00:00.000Z,Major Disaster,MS,Mississippi,Tornado,1993-07-21T00:00:00.000Z,2001-10-18T00:00:00.000Z,2001-09-18T00:00:00.000Z,4,0,1,1,1,0fd92970-98b8-476c-a956-51592c634bc9,888bd1bb7ff6812ebfa40938a1c35bde66b69017,2023-03-18T13:22:06.532Z
937,1992-03-20T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-03-04T00:00:00.000Z,1992-03-30T00:00:00.000Z,Major Disaster,TX,Texas,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-08T00:00:00.000Z,6,0,1,0,0,d553db0e-b1a4-41f0-9d71-5b3bdd731e8f,c9b5a8ea8b0834e8d9b725b9939459c54eb5d28c,2023-03-18T13:22:06.532Z
938,1992-03-18T00:00:00.000Z,"HEAVY RAINS, ICE JAMS & FLOODING",1992-03-11T00:00:00.000Z,1992-03-11T00:00:00.000Z,Major Disaster,VT,Vermont,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,2001-02-26T00:00:00.000Z,1,0,1,1,1,a236b5f3-e8df-42c2-942b-dd1d20fa7bfd,5ca49f7c19fff6dcd418b192c8398aa6ca5ceaf1,2023-03-18T13:22:06.532Z
936,1992-03-03T00:00:00.000Z,SEVERE COASTAL STORM,1992-01-04T00:00:00.000Z,1992-01-04T00:00:00.000Z,Major Disaster,NJ,New Jersey,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,2001-07-16T00:00:00.000Z,2,0,0,1,1,4d865025-e42d-453e-8e93-98ac349455c9,4a7dedaa6d39f88e817dd2b992eb1231c0843b16,2023-03-18T13:22:06.532Z
935,1992-02-25T00:00:00.000Z,"RAIN/SNOW/WIND STORMS, FLOODING, MUDSLIDES",1992-02-10T00:00:00.000Z,1992-02-18T00:00:00.000Z,Major Disaster,CA,California,Flood,1993-07-21T00:00:00.000Z,2010-08-10T00:00:00.000Z,2010-08-05T00:00:00.000Z,9,0,1,1,1,b2af8557-830e-4c7a-a759-b7da2a29a9fa,14162775084d74e047d56a58bd2ee6400c532876,2023-03-18T13:22:06.532Z
934,1992-02-07T00:00:00.000Z,TYPHOON AXEL,1992-01-08T00:00:00.000Z,1992-01-10T00:00:00.000Z,Major Disaster,FM,Federated States of Micronesia,Typhoon,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,2000-03-16T00:00:00.000Z,9,0,0,1,1,495bc064-8529-4f14-ba03-06bf797a8e09,369df6807cc4a3b818cc0a187a9c6c589400bee6,2023-03-18T13:22:06.532Z
932,1992-02-07T00:00:00.000Z,TROPICAL STORM AXEL,1992-01-06T00:00:00.000Z,1992-01-06T00:00:00.000Z,Major Disaster,MH,Marshall Islands,Flood,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,2000-09-29T00:00:00.000Z,9,0,1,1,1,aa5675d0-904b-41c9-ae81-0cde308de2d8,278d3356e70bd60aaa1dc79bdeb73254b3a68918,2023-03-18T13:22:06.532Z
933,1992-02-06T00:00:00.000Z,SEVERE COASTAL STORM,1992-01-04T00:00:00.000Z,1992-01-05T00:00:00.000Z,Major Disaster,DE,Delaware,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,2001-07-30T00:00:00.000Z,3,0,0,1,1,936b49b8-3957-4c46-b5f0-e12cfc3d4c03,4b84b2c26d1dbb3c882e6f83725d1a7ec8db90bc,2023-03-18T13:22:06.532Z
931,1992-01-22T00:00:00.000Z,SEVERE STORMS & FLOODING,1992-01-05T00:00:00.000Z,1992-01-06T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Flood,1993-07-21T00:00:00.000Z,2003-06-18T00:00:00.000Z,2003-06-10T00:00:00.000Z,2,0,1,1,1,36e988b3-d57e-4ca1-97cb-066ce6162317,0d5eebb1ba1c18df603b004f83008221b34d3224,2023-03-18T13:22:06.532Z
930,1991-12-26T00:00:00.000Z,SEVERE THUNDERSTORMS,1991-12-20T00:00:00.000Z,1992-01-14T00:00:00.000Z,Major Disaster,TX,Texas,Flood,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,1999-10-22T00:00:00.000Z,6,0,1,1,1,5b10190b-7729-4bbd-9a11-6deb234016eb,4400242d5b54c16528f55bc6c9718ecb3c13ec60,2023-03-18T13:22:06.532Z
929,1991-12-26T00:00:00.000Z,ICE STORM,1991-10-31T00:00:00.000Z,1991-11-29T00:00:00.000Z,Major Disaster,MN,Minnesota,Severe Ice Storm,1993-07-21T00:00:00.000Z,2013-03-27T00:00:00.000Z,2000-11-28T00:00:00.000Z,5,0,0,1,1,743bcf5d-d5df-40f7-83fc-f32d2515ceab,a532e4726982eb3cfa5bee09e00bdd9eabc3f385,2023-03-18T13:22:06.532Z
928,1991-12-26T00:00:00.000Z,ICE STORM,1991-10-31T00:00:00.000Z,1991-11-29T00:00:00.000Z,Major Disaster,IA,Iowa,Severe Ice Storm,1993-07-21T00:00:00.000Z,2013-03-27T00:00:00.000Z,2005-08-02T00:00:00.000Z,7,0,0,1,1,2fd34a2f-e7e7-4637-9d3a-14086692d8e4,b27c6c371927b1e89044abae852eb49a20b893f9,2023-03-18T13:22:06.532Z
927,1991-12-13T00:00:00.000Z,HURRICANE VAL,1991-12-06T00:00:00.000Z,1991-12-10T00:00:00.000Z,Major Disaster,AS,American Samoa,Hurricane,1993-07-21T00:00:00.000Z,2010-08-10T00:00:00.000Z,2010-08-03T00:00:00.000Z,9,0,1,1,1,e0f0bd9a-70f9-4b57-83f9-d9e5abc9790c,11683a6c9c4ef45d7dd737b06390362aeab65ae0,2023-03-18T13:22:06.532Z
926,1991-12-10T00:00:00.000Z,TYPHOON YURI,1991-11-25T00:00:00.000Z,1991-11-29T00:00:00.000Z,Major Disaster,FM,Federated States of Micronesia,Typhoon,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,1999-06-29T00:00:00.000Z,9,0,1,1,1,fe92bf7c-e8c1-4e2e-b7f4-4bfbf6c411d2,78b30991dca631bdc7443a9e330b41d36ffff6a9,2023-03-18T13:22:06.532Z
925,1991-12-06T00:00:00.000Z,TYPHOON ZELDA,1991-11-28T00:00:00.000Z,1991-11-29T00:00:00.000Z,Major Disaster,MH,Marshall Islands,Typhoon,1993-07-21T00:00:00.000Z,2012-03-20T00:00:00.000Z,2012-03-15T00:00:00.000Z,9,0,1,1,1,aa90064e-797d-4d99-a464-ed9e0d923e28,7e26c42fd3685fe530c297764a0198276c1a255e,2023-03-18T13:22:06.532Z
924,1991-12-04T00:00:00.000Z,TYPHOON YURI,1991-11-27T00:00:00.000Z,1991-11-28T00:00:00.000Z,Major Disaster,GU,Guam,Typhoon,1993-07-21T00:00:00.000Z,2008-01-15T00:00:00.000Z,2005-09-19T00:00:00.000Z,9,0,1,1,1,be46d9e0-c405-43aa-9cda-f6ce44dac54a,8a4ddb418db03bb70a84bd1cfcab98dea6b49eaa,2023-03-18T13:22:06.532Z
923,1991-11-13T00:00:00.000Z,COASTAL STORM,1991-10-30T00:00:00.000Z,1991-10-31T00:00:00.000Z,Major Disaster,NH,New Hampshire,Coastal Storm,1993-07-21T00:00:00.000Z,2001-10-18T00:00:00.000Z,2001-09-24T00:00:00.000Z,1,0,1,1,1,fed0d531-286d-42ac-ae2c-cb4088d3f03e,f8181501023ab7a3c5962be2aade202bd586773e,2023-03-18T13:22:06.532Z
922,1991-11-13T00:00:00.000Z,FIRES,1991-10-16T00:00:00.000Z,1991-10-24T00:00:00.000Z,Major Disaster,WA,Washington,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-02-19T00:00:00.000Z,10,0,1,1,1,a75b308e-5417-4b0b-b2d9-faa14d4e11ce,bae3f6aeb59bd194e1bd6a62d97a3f045e6f7a08,2023-03-18T13:22:06.532Z
921,1991-11-07T00:00:00.000Z,COASTAL STORM,1991-10-30T00:00:00.000Z,1991-11-02T00:00:00.000Z,Major Disaster,ME,Maine,Coastal Storm,1993-07-21T00:00:00.000Z,2001-11-06T00:00:00.000Z,2001-09-28T00:00:00.000Z,1,0,1,1,1,d365885a-f41c-421d-83ed-b10cc9be2738,5f881437174ad4a0e358db77972d5da712525ee0,2023-03-18T13:22:06.532Z
920,1991-11-04T00:00:00.000Z,COASTAL STORM,1991-10-30T00:00:00.000Z,1991-11-02T00:00:00.000Z,Major Disaster,MA,Massachusetts,Coastal Storm,1993-07-21T00:00:00.000Z,2002-03-06T00:00:00.000Z,2002-01-29T00:00:00.000Z,1,0,1,1,1,fefe88dc-8d02-4e94-9e3c-c1f4a86224ad,b1fe8e758280ddf709da18a7b59d6bd21e1343fb,2023-03-18T13:22:06.532Z
919,1991-10-22T00:00:00.000Z,OAKLAND HILLS FIRE,1991-10-20T00:00:00.000Z,1991-10-29T00:00:00.000Z,Major Disaster,CA,California,Fire,1993-07-21T00:00:00.000Z,2010-08-02T00:00:00.000Z,2010-07-29T00:00:00.000Z,9,0,1,1,1,2f2c6fc3-9141-41c4-82f9-49599717b1a5,bc8df8eb37ba84d79e8ec0a45046aed7bd4559c8,2023-03-18T13:22:06.532Z
2079,1991-10-18T00:00:00.000Z,EASTERN WASHINGTON FIRES,1991-10-16T00:00:00.000Z,1991-10-16T00:00:00.000Z,Fire Suppression,WA,Washington,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-06-05T00:00:00.000Z,10,,,,,4c172ef4-9bf8-401e-8978-e3019ba6e4da,4373fbef218a04ddb7090d2f75300b626dee054a,2023-03-18T13:22:06.532Z
918,1991-09-16T00:00:00.000Z,HURRICANE BOB,1991-08-19T00:00:00.000Z,1991-08-19T00:00:00.000Z,Major Disaster,NY,New York,Hurricane,1993-07-21T00:00:00.000Z,2004-01-29T00:00:00.000Z,2003-12-22T00:00:00.000Z,2,0,0,1,1,f992655e-724d-493f-8bd3-8bf00bdfc03f,78e6ad44e81e4dec4975bc039ca4105ecdac5a9c,2023-03-18T13:22:06.532Z
917,1991-09-09T00:00:00.000Z,HURRICANE BOB & SEVERE STORMS,1991-08-18T00:00:00.000Z,1991-08-20T00:00:00.000Z,Major Disaster,NH,New Hampshire,Hurricane,1993-07-21T00:00:00.000Z,2002-09-19T00:00:00.000Z,1999-10-25T00:00:00.000Z,1,0,0,1,1,80a14eb2-2e9e-4a31-b523-f9c737bbfe93,8edb5ccc67748065d177dea16aa0e97cfc4e654f,2023-03-18T13:22:06.532Z
916,1991-08-30T00:00:00.000Z,HURRICANE BOB,1991-08-19T00:00:00.000Z,1991-08-19T00:00:00.000Z,Major Disaster,CT,Connecticut,Hurricane,1993-07-21T00:00:00.000Z,2001-10-18T00:00:00.000Z,2001-09-24T00:00:00.000Z,1,0,0,1,1,53010f7b-8fd3-4854-ab5c-c519383c3c3f,e5c815f23ee6bb2b540348959549263422cf533d,2023-03-18T13:22:06.532Z
915,1991-08-28T00:00:00.000Z,HURRICANE BOB & FLOODING,1991-08-18T00:00:00.000Z,1991-08-21T00:00:00.000Z,Major Disaster,ME,Maine,Hurricane,1993-07-21T00:00:00.000Z,2001-11-06T00:00:00.000Z,2001-09-28T00:00:00.000Z,1,0,1,1,1,97e4d9b9-2eb4-432d-a3db-205453d8c8a8,11006567d114eb2f7c53bcb60894d82eb1bf6900,2023-03-18T13:22:06.532Z
